,links,names,Type,Duration,Price,difficulty,Description,platform
134,https://online-learning.harvard.edu/course/gi-motility-brain-gut-disorders-evidence-vs-consensus?delta=0,GI Motility & Brain-Gut Disorders: Evidence vs Consensus ,Health & Medicine,self paced,$75+,Advanced,"This is an accredited, livestreamed course offered by Beth Israel Deaconess Medical Center, Boston Children's Hospital, Brigham and Women's Hospital, and Massacusetts General Hospital. This course is targeted to Primary Care and Specialty Physicians, Nurses, Nurse Practitioners, and Physician Assistants. This course may also be of interest to physicians who practice in Gastroenterology, Lifestyle and Mind-Body Medicine, Pediatrics and Adolescent Medicine, Surgery, Family Medicine, and Internal Medicine.",HMS Continuing Education
135,https://online-learning.harvard.edu/course/building-organizational-cultures-framework-leaders?delta=3,Building Organizational Cultures: A Framework for Leaders,Business,9 weeks long,"$2,150",Introductory,Why do some cultures thrive while others languish? And what role do leaders play in helping cultures thrive? Organizational cultures are living systems that can be intentionally influenced and developed through a system of interrelated elements. ,Other
136,https://online-learning.harvard.edu/course/behavioral-economics%E2%80%94virtual?delta=1,Behavioral Economics—Virtual,Business,9 weeks long,"$7,500",Intermediate,"Bestselling books such as Dan Ariely's Predictably Irrational and Daniel Kahneman's Thinking, Fast and Slow have opened the world's eyes to the quirky and error-prone ways in which people make important decisions. Building on the work of those scholars and many others in the field of behavioral economics, this live online program prepares you to influence the behavior of customers and employees—and become a bigger contributor to your organization's success.",Other
137,https://online-learning.harvard.edu/course/mediating-disputes?delta=0,Mediating Disputes,Business,9 weeks long,"$4,997",Intermediate,"In this popular program—now delivered live and online—you will acquire the practical skills and techniques for facilitating mediations between disputing parties. From family and employment matters to public policy and business disagreements, you will discover effective ways to settle differences and mediate disputes across a variety of contexts.",Executive Education
138,https://online-learning.harvard.edu/course/principles-medical-education-maximizing-your-teaching-skills-0?delta=0,Principles of Medical Education: Maximizing Your Teaching Skills,Education & Teaching,self paced,"$1,695",Advanced,"This is an accredited, livestreamed course offered by Beth Israel Deaconess Medical Canter. This course is targeted to Medical personnel of all specialties involved in the practice of medical education, including: Physicians , Nurse Practitioners, Physician Assistants, Nurses, Pharmacists, Psychologists, Veterinarians, and Dentists.",HMS Continuing Education
139,https://online-learning.harvard.edu/course/primary-care-internal-medicine-0?delta=0,PRIMARY CARE  Internal Medicine,Health & Medicine,self paced,"$1,295+",Advanced,"This is an accredited, livestreamed course offered by Massacjusetts General Hospital, Beth Israel Deaconess Medical Center, Cambridge Health Alliance, and Mount Auburn Hospital. This course is targeted to     Internists, Family Physicians, Geriatricians, Specialists with primary care responsibilities, Nurse Practitioners, Physician Assistants, Advanced Practice Nurses, and other medical professionals who want to update their knowledge of primary care medicine. ",HMS Continuing Education
140,https://online-learning.harvard.edu/course/artificial-intelligence-business-creating-value-machine-learning?delta=3,Artificial Intelligence in Business: Creating Value with Machine Learning,Business,9 weeks long,"$2,150",Introductory,"Artificial intelligence (AI) has captured the attention of business leaders, scientists, and engineers worldwide. Across industries leaders are seeking ways to create value through machine learning and other frontier technologies.",Other
141,https://online-learning.harvard.edu/course/building-your-entry-plan-lead-equity-education?delta=1,Building Your Entry Plan to Lead for Equity in Education,Education & Teaching,4 weeks long,$375,Introductory,"Building Your Entry Plan to Lead for Equity in Education will equip you to serve in a more senior capacity in your work with an explicit focus on gaining the early insight and trust necessary to set the stage for positive change. This online professional development program is designed to help you enter, listen, communicate, and lead more effectively with the community you serve – providing you with strategies to engage stakeholders early, make sense of your organization, and plan for collaborative action with a focus on equity.",Other
142,https://online-learning.harvard.edu/course/neuropsychiatry-comprehensive-update-0?delta=0,Neuropsychiatry: A Comprehensive Update,Health & Medicine,self paced,$200+,Advanced,"This is an accredited, livestreamed course offered by Brigham and Women's Hospital. This course is targeted to Primary Care Physicians, Specialty Physicians, Nurses, Nurse Practitioners, Physician Assistants, Psychologists, and Social Workers. This course may also be of interest to physicians who practice in Geriatrics, Lifestyle and Mind-Body Medicine, Pediatrics and Adolescent Medicine, Physical Medicine & Rehabilitation, Psychology and Mental Health, Family Medicine, Psychiatry, Sleep Medicine, Neurology, Internal Medicine, Hospice and Palliative Medicine, Internal Medicine, and Palliative Medicine.",HMS Continuing Education
143,https://online-learning.harvard.edu/course/governing-nonprofit-excellence%E2%80%94virtual?delta=0,Governing for Nonprofit Excellence—Virtual,Business,1 week long,"$3,750",Intermediate,"To fulfill their mission, nonprofit organizations depend on their board for strong, innovative leadership. This program prepares you to excel in your role as a board member and to contribute at a higher level. As you gain insight into four essential competencies of nonprofit governance—board leadership, strategic stewardship, performance measurement, and financial oversight—you will learn how to drive the strategic and organizational transformation that enables your nonprofit organization to thrive.",Executive Education
144,https://online-learning.harvard.edu/course/advancing-women%E2%80%99s-health-2021-update?delta=0,Advancing Women’s Health: A 2021 Update ,Health & Medicine,self paced,$150+,Advanced,"This is an accredited, livestreamed course offered by Brigham and Women's Hospital. This course is targeted to Primary Care Physicians, Specialty Physicians, Nurses, Nurse Practitioners, and Physician Assistants. This course may also be of interest to physicians who practice in Internal Medicine, Family Medicine, and Obstetrics and Gynecology. ",HMS Continuing Education
145,https://online-learning.harvard.edu/course/negotiation-and-leadership-0?delta=0,Negotiation and Leadership,Business,9 weeks long,"$3,497",Intermediate,"At Negotiation and Leadership, you will test your beliefs and assumptions, overcome emotional and rational biases, examine complex negotiation scenarios, and discover a range of competitive and cooperative negotiation strategies. In this acclaimed program, we compress 30 years of groundbreaking research into six thought-provoking sessions. In sessions taught by our expert faculty, you’ll broaden your understanding of negotiating concepts, acquire proven negotiating techniques, and have the opportunity to put your learning into practice.",Executive Education
146,https://online-learning.harvard.edu/course/family-office-wealth-management%E2%80%94virtual?delta=1,Family Office Wealth Management—Virtual,Business,3 weeks long,"$6,000",Intermediate,"Wealth management for high-net-worth families has grown increasingly complex. For some families, the responsibility of wealth management has shifted to younger generations who have less experience investing. For other families, the early liquidation of businesses has created uncertainty for mid-career professionals who face new investments or major life decisions. In this virtual program, you will gain an in-depth understanding of best practices in family wealth management; explore the governance, structure, and investment challenges that are unique to families; and discover new approaches for managing and preserving family wealth through a live online platform.",Executive Education
147,https://online-learning.harvard.edu/course/digital-marketing-strategy-0?delta=5,Digital Marketing Strategy,Business,9 weeks long,"$3,250",Introductory,"As digital technologies continue to disrupt the competitive landscape, companies are under constant pressure to implement strategies for staying relevant, responsive, and profitable. Marketers who understand their customers’ end-to-end journeys and experiences will be successful in developing a strategic digital roadmap that meets both their customers’ expectations and their organization’s business objectives.",Other
148,https://online-learning.harvard.edu/course/foundations-data-driven-decision-making?delta=1,Foundations of Data Driven Decision Making,Business,9 weeks long,"$2,150",Introductory,"Data literacy has become an essential skill for professionals in all fields, and data-driven decision making is the key to success for many companies and organizations.  Understanding how to use and apply the right data sets can help you make better decisions for your organization and communicate more effectively with your team.",Other
149,https://online-learning.harvard.edu/course/disruptive-strategy?delta=0,Disruptive Strategy,Business,6 weeks long,"$1,600",Intermediate,"Disruptive Strategy consists of 30 to 35 hours of material developed by Clayton Christensen and delivered over six weeks with a flexible program structure. There is no set time to log in. You complete the coursework, which consists of a highly-engaging mix of short videos, multimedia cases, interactive learning exercises, and written reflections, on your own time while meeting regular deadlines. Two group exercises and an individual final paper are also required for course completion. All course material is delivered through our innovative course platform. While there is no direct real-time interaction with the faculty built into the course, current and former students may be invited to special events, both on and off-line, where the faculty is present.",Harvard Business School Online
150,https://online-learning.harvard.edu/course/improving-math-instruction-through-feedback?delta=0,Improving Math Instruction Through Feedback,Education & Teaching,2 weeks long,$149,Introductory,"How can the teacher observation process have a greater impact on the day-to-day instruction of math teachers? How can coaching be more specific, effective, and practical in the math classroom?",Other
151,https://online-learning.harvard.edu/course/infectious-diseases-primary-care-0?delta=0,Infectious Diseases in Primary Care,Health & Medicine,self paced,$795+,Advanced,"This is an accredited, livestreamed course offered by Brigham and Women's Hospital. This course is targeted to PHYSICIANS, NPs, and PAs in the fields of: Internal Medicine, Family Medicine, Infectious Diseases, Pediatrics, Geriatrics, Adolescent Medicine, Emergency Medicine, Urgent Care, OB/GYN, and others who seek a thorough update in Infectious Diseases as it relates to primary care.",HMS Continuing Education
152,https://online-learning.harvard.edu/course/leading-finance?delta=0,Leading with Finance,Business,6 weeks long,"$1,600",Intermediate,"As a business leader, it is critical that you can understand and communicate the financial implications of your decisions. How will you generate value? How will your choices impact shareholders?",Harvard Business School Online
153,https://online-learning.harvard.edu/course/science-cooking-haute-cuisine-soft-matter-science-physics?delta=3,Science & Cooking: From Haute Cuisine to Soft Matter Science (physics),Science,16 weeks long,Free*,Introductory,"In this course, which investigates physical transformations in food, we will be visited by world-famous chefs who use a number of different styles and techniques in their cooking. Each chef will demonstrate how he or she prepares delicious and interesting creations, and we will explore how fundamental scientific principles make them possible.",edX
154,https://online-learning.harvard.edu/course/strategy-execution?delta=0,Strategy Execution,Business,8 weeks long,"$1,750",Introductory,"Strategy Execution features adaptations of award-winning, best-selling Harvard Business School case studies, as well as opportunities to engage with peers in team discussions. Participants will explore common challenges that prevent or derail execution and learn how to design systems and structures that meet their organization’s strategic objectives.",Harvard Business School Online
155,https://online-learning.harvard.edu/course/disruptive-strategy?delta=0,Disruptive Strategy,Business,6 weeks long,"$1,600",Intermediate,"Disruptive Strategy consists of 30 to 35 hours of material developed by Clayton Christensen and delivered over six weeks with a flexible program structure. There is no set time to log in. You complete the coursework, which consists of a highly-engaging mix of short videos, multimedia cases, interactive learning exercises, and written reflections, on your own time while meeting regular deadlines. Two group exercises and an individual final paper are also required for course completion. All course material is delivered through our innovative course platform. While there is no direct real-time interaction with the faculty built into the course, current and former students may be invited to special events, both on and off-line, where the faculty is present.",Harvard Business School Online
156,https://online-learning.harvard.edu/course/organizational-leadership?delta=0,Organizational Leadership,Business,9 weeks long,"$1,750",Intermediate,"Organizational Leadership explores the roles leaders must embrace to run a division, department, or organization: as a beacon who sets direction; an architect who aligns talent, systems and structure, and culture; and a catalyst who drives innovation and change. Through self-assessments, peer feedback, and projects applied to your own work, you'll gain a clearer understanding of your leadership style and how to prepare for the next phase of your leadership journey.",Harvard Business School Online
157,https://online-learning.harvard.edu/course/healthcare-quality-and-safety-2021?delta=0,Healthcare Quality and Safety 2021,Health & Medicine,self paced,$495+,Advanced,"This is an accredited, livestreamed course offered by Brigham and Women's Hospital. This course is targeted to all healthcare professionals with a focus on Healthcare Education and Leadership. ",Harvard Business School Online
158,https://online-learning.harvard.edu/course/ethical-leadership?delta=1,Ethical Leadership,Business,9 weeks long,"$1,450",Introductory,"Unethical behavior is not the result of fundamentally bad people in power. Rather, unethical behavior is often a consequence of a long, unfolding process, starting with an ethical dilemma—a tension between competing values.",Other
159,https://online-learning.harvard.edu/course/36th-critical-issues-tumor-microenvironment-angiogenesis-metastasis-and-immunology?delta=0,"36th Critical Issues in Tumor Microenvironment: Angiogenesis, Metastasis and Immunology ",Health & Medicine,self paced,$250+,Advanced,"This is an accredited, livestreamed course offered by Masssachusetts General Hospital. This course is targeted to physicians and researchers.",HMS Continuing Education
160,https://online-learning.harvard.edu/course/career-advancement-and-leadership-skills-women-healthcare-0?delta=0,Career Advancement and Leadership Skills for Women in Healthcare,Health & Medicine,self paced,$985+,Advanced,"This is an accredited, livestreamed course offered by Spaulding Rehabilitation Network, Massachusetts General Hospital, and Brigham and Women's Hospital. This course is targeted to clinician's and professionals in health care settings.",HMS Continuing Education
161,https://online-learning.harvard.edu/course/42nd-annual-current-concepts-surgical-pathology?delta=0,42nd Annual Current Concepts in Surgical Pathology,Health & Medicine,self paced,$695+,Advanced,"This is an accredited, livestreamed course offered by Massachusetts General Hospital. This course is targeted to Specialty Physicians who practice in Pathology.",HMS Continuing Education
162,https://online-learning.harvard.edu/course/leading-digital-transformation-health-care?delta=1,Leading Digital Transformation in Health Care,Business,2 weeks long,"$2,150",Advanced,"Digital transformation in health care is happening at an increasingly rapid pace. The current global health care crisis is only bolstering the need for technology to provide meaningful solutions. Digital health technologies can make it more convenient for a patient to make an appointment. They can make it easier for doctors to access the right information at the right time. They can make it more efficient for a health system to manage their population and deliver high-value, high-quality care at a reasonable cost—or to continually improve care through knowledge generation in the model of a learning health system.",HMS Continuing Education
163,https://online-learning.harvard.edu/course/contemporary-pharmacotherapy-collaborative-clinical-explorations-0?delta=0,Contemporary Pharmacotherapy: Collaborative Clinical Explorations,Health & Medicine,self paced,$55+,Advanced,"This educational program is an innovative clinical series, highlighting the collaborative spirit of modern medical care.",HMS Continuing Education
164,https://online-learning.harvard.edu/course/clinical-quandaries-anticoagulation-reversal-2021?delta=0,Clinical Quandaries in Anticoagulation Reversal in 2021,Health & Medicine,self paced,$45+,Advanced,"This is an accredited, livestreamed course offered by Harvard Medical School as part of the Contemporary Pharmacotherapy: Collaborative Clinical Explorations series. This course is targeted to pharmacists, pharmacy residents, physicians, physician assistants, clinicians, medical residents, nurses and nurse practitioners. ",HMS Continuing Education
165,https://online-learning.harvard.edu/course/herbert-benson-md-course-mind-body-medicine-1?delta=0,"THE HERBERT BENSON, MD COURSE IN Mind Body Medicine",Health & Medicine,self paced,$675+,Advanced,"This is an accredited, livestreamed course offered by Massachusetts General Hospital's Benson-Henry Intstitute for Mind Body Medicine. This course is targeted to health professionals who provide direct patient care or patient education in areas of self-management, lifestyle behaviors and mind body medicine.",HMS Continuing Education
166,https://online-learning.harvard.edu/course/antimicrobial-resistant-gram-negative-infections-conversations-microbiology-lab?delta=0, Antimicrobial Resistant Gram-Negative Infections: Conversations with the Microbiology Lab,Health & Medicine,self paced,$45+,Advanced,"This is an accredited, livestreamed course offered by Harvard Medical School as part of the Contemporary Pharmacotherapy: Collaborative Clinical Explorations series. This course is targeted to pharmacists, pharmacy residents, physicians, physician assistants, clinicians, medical residents, nurses and nurse practitioners.",HMS Continuing Education
167,https://online-learning.harvard.edu/course/deeper-edutainmenttaking-books-and-their-film-adaptations-seriously?delta=0,Deeper Than Edutainment:Taking Books and Their Film Adaptations Seriously,Humanities,4 weeks long,$295,Introductory,"Traditional models of movie-use in classrooms generally involve showing a film adaptation of a novel: to reward learners after first reading the story, to compare-and-contrast the book and film adaptation with a general critique of the movie as an ""unfaithful"" version, and to support teaching content in subject areas thematically related to the film’s plot or themes, content, or themes.",Other
168,https://online-learning.harvard.edu/course/leadership-principles?delta=0,Leadership Principles,Business,6 weeks long,"$1,750",Intermediate,"Leadership Principles is designed to help new and aspiring leaders unleash the potential in themselves and others, and cultivate high-performing teams. Become a more versatile leader who can mobilize others by immersing yourself in real-world leadership challenges, self-assessments, and 360-degree feedback from colleagues and peers.",Harvard Business School Online
169,https://online-learning.harvard.edu/course/online-teaching-and-learning-action?delta=0,Online Teaching and Learning in Action,Education & Teaching,6 weeks long,$375,Intermediate,"Online Teaching and Learning in Action is a six-week virtual workshop that provides those who are teaching, learning, and leading in online and blended environments with a supportive community as you extend, implement, and evaluate your digital practice.",Other
170,https://online-learning.harvard.edu/course/health-care-economics?delta=1,Health Care Economics,Health & Medicine,6 weeks long,"$1,600",Introductory,What are the primary drivers of health care incentives? Does money shape your decision-making as a patient? As a provider? As a payer? ,Other
171,https://online-learning.harvard.edu/course/one-day-expert-program-leveraging-power-emotions-you-negotiate?delta=0,One-Day Expert Program: Leveraging the Power of Emotions as You Negotiate,Business,9 weeks long,"$1,497",Introductory,"In conflicts and negotiations, emotions are inevitable. Whether you’re hammering out a labor contract, purchasing a new home, negotiating a multibillion-dollar acquisition, or mediating peace with warring parties, emotions play a powerful role.",Executive Education
172,https://online-learning.harvard.edu/course/diabetes-and-its-complications-0?delta=0,DIABETES and Its COMPLICATIONS,Health & Medicine,self paced,$650+,Advanced,"This is an accredited, livestreamed course offered by Beth Israel Deaconess Medical Center. This course is targeted to Internists, Family Physicians, Hospitalists, Endocrinologists, Geriatricians, Nurse Practitioners, Physician Assistants, Certified Diabetes Educators.",HMS Continuing Education
173,https://online-learning.harvard.edu/course/short-term-mechanical-support-heart-and-lung-symposium?delta=0,Short Term Mechanical Support Heart and Lung Symposium,Health & Medicine,self paced,$95+,Advanced,"This is an accredited, livestreamed course offered by Massachusetts General Hospital. This course is targeted to Specialty Physicians, Nurse Practitioners, Pharmacists, Physicians, Perfusionists, and Respiratory Therapists. This course may also be of interest to physicians who practice in Cardiology and Vascular Medicine, Pulmonary Medicine, Thoracic Surgery, Surgery, Hospital Medicine, Emergency Medicine, Anesthesiology, and Critical Care and Trauma. ",HMS Continuing Education
174,https://online-learning.harvard.edu/course/treating-couples-0?delta=0,Treating Couples,Health & Medicine,self paced,$320,Advanced,"This is an accredited, livestreamed course offered by Cambridge Health Alliance. This course is targeted to mental health and health clinicians as well as others interested in the principles and practices of treating couples. ",HMS Continuing Education
175,https://online-learning.harvard.edu/course/becoming-leader-developing-your-style-and-making-sound-decisions?delta=6,Becoming a Leader: Developing Your Style and Making Sound Decisions,Business,9 weeks long,"$2,150",Introductory,"Designed for first-line and mid-level managers positioned to take on increasing leadership roles in their organizations, this online program analyzes the symbiotic relationship between leadership and decision making. It combines theory and practice to inform participants on how effective decisions can be made, as well as how bad decisions can be avoided. Attention will be paid to research in neuroscience on the dual aspects of the decision-making process: intuitive vs. rational, and the respective values of both.",Other
176,https://online-learning.harvard.edu/course/controversies-and-updates-management-sepsis-and-septic-shock?delta=0,Controversies and Updates in the Management of Sepsis and Septic Shock,Health & Medicine,self paced,$45+,Advanced,"This is an accredited, livestreamed course offered by Harvard Medical School as part of the Contemporary Pharmacotherapy: Collaborative Clinical Explorations series. This course is targeted to pharmacists, pharmacy residents, physicians, physician assistants, clinicians, medical residents, nurses and nurse practitioners.",HMS Continuing Education
177,https://online-learning.harvard.edu/course/digital-transformation-government?delta=0,Digital Transformation in Government,Social Sciences,12 weeks long,"$3,800",Intermediate,"In a year where many government services and processes rapidly pivoted to digital formats, this online program will further develop your digital fluency, particularly in the challenges and opportunities technology is creating for government.",Executive Education
178,https://online-learning.harvard.edu/course/leadership-development-advance-equity-health-care?delta=0,Leadership Development to Advance Equity in Health Care,Business,self paced,"$2,700",Advanced,"One of the most glaring and seemingly intractable challenges facing health care organizations and professionals today is the absence of health equity in their patient population. Disparities in health care between groups defined socially, economically, demographically or geographically are, in the World Health Organization’s (WHO) definition of health equity, “unfair and avoidable or remediable.” This program will teach you how to confront and remediate unfair practices and advance health equity in your community or practice.",Other
179,https://online-learning.harvard.edu/course/time-brain-acute-ischemic-stroke-management?delta=0, Time is Brain: Acute Ischemic Stroke Management,Health & Medicine,self paced,$45+,Advanced,"This is an accredited, livestreamed course offered by Harvard Medical School as part of the Contemporary Pharmacotherapy: Collaborative Clinical Explorations series. This course is targeted to pharmacists, pharmacy residents, physicians, physician assistants, clinicians, medical residents, nurses and nurse practitioners.",HMS Continuing Education
180,https://online-learning.harvard.edu/course/digital-health?delta=0,Digital Health,Health & Medicine,4 weeks long,"$1,600",Introductory,Can a fitness tracker on your wrist guide your medical decision-making or help develop new drugs? ,Harvard Business School Online
181,https://online-learning.harvard.edu/course/cybersecurity-managing-risk-information-age?delta=10,Cybersecurity: Managing Risk in the Information Age,Business,8 weeks long,"$2,900",Introductory,"The annual cost of cybercrime is exponentially increasing; after a 12% rise since 2017, the total cost of cybercrime for each company is now $13 million.1 Attacks are increasing, and so are the expenses. (Accenture, March 2019)",Harvard Business School Online
182,https://online-learning.harvard.edu/course/neurological-emergencies-0?delta=0,Neurological Emergencies,Health & Medicine,self paced,$795,Advanced,"This is an accredited, livestreamed course offered by Beth Israel Deaconess Medical Center. This course is targeted to PHYSICIANS, NPs, PAs, APNs, and other practitioners in the fields of: Emergency Medicine, Neurology (Inpatient and Outpatient), Critical Care, Hospital Medicine, Internal Medicine, Family Medicine, and Urgent Care.",HMS Continuing Education
183,https://online-learning.harvard.edu/course/updates-management-cardiovascular-and-kidney-disease?delta=0, Updates in the Management of Cardiovascular and Kidney Disease,Health & Medicine,self paced,$45+,Advanced,"This is an accredited, livestreamed course offered by Harvard Medical School as part of the Contemporary Pharmacotherapy: Collaborative Clinical Explorations series. This course is targeted to pharmacists, pharmacy residents, physicians, physician assistants, clinicians, medical residents, nurses and nurse practitioners. ",HMS Continuing Education
184,https://online-learning.harvard.edu/course/real-estate-development-101-focusing-basics?delta=0,Real Estate Development 101: Focusing on the Basics,Business,9 weeks long,"$1,400",Advanced,"This short program is an excellent introduction to real estate development for entrepreneurs just starting in the business or joining an existing real estate development team, and also provides a valuable opportunity for professionals adjacent to the real estate development business (e.g., architects, planners, engineers, lawyers, contractors, property managers, brokers, lenders, investors, and public regulators) to enhance their understanding of real estate development. During the program, we will cover the primary steps in the real estate development process, using examples from many asset types and discussing principles applicable to real estate development all over the world.",HMS Continuing Education
185,https://online-learning.harvard.edu/course/traumatic-stress-0?delta=0,Traumatic Stress,Health & Medicine,self paced,$320,Advanced,"This is an accredited, livestreamed course offered by Cambridge Health Alliance. This course is targeted to Primary Care Physicians, Specialty Physicians, Psychologists, Nurses, Nurse Practitioners, Physician Assistants. This course may also be of interest to physicians who practice in Lifestyle and Mind-Body Medicine, Psychiatry, Family Medicine, Internal Medicine Psychology and Mental Health. ",HMS Continuing Education
186,https://online-learning.harvard.edu/course/frontlines-precision-medicine-lessons-learned-launching-pharmacogenomics-clinic?delta=0,On the Frontlines of Precision Medicine: Lessons Learned from Launching a Pharmacogenomics Clinic,Health & Medicine,self paced,$45+,Advanced,"This is an accredited, livestreamed course offered by Harvard Medical School as part of the Contemporary Pharmacotherapy: Collaborative Clinical Explorations series. This course is targeted to pharmacists, pharmacy residents, physicians, physician assistants, clinicians, medical residents, nurses and nurse practitioners.",HMS Continuing Education
187,https://online-learning.harvard.edu/course/negotiation-skills-strategies-increased-effectiveness?delta=4,Negotiation Skills: Strategies for Increased Effectiveness,Business,9 weeks long,"$2,150",Introductory,"Negotiation is an integral part of creating value for an organization. Your success depends on your skills as a negotiator—regardless of whether you are seeking project resources, deciding on a new hire’s salary, or inking a high-stakes deal for your company.",Other
188,https://online-learning.harvard.edu/course/trauma-and-acute-care-symposium?delta=0,Trauma and Acute Care Symposium ,Health & Medicine,self paced,$600+,Advanced,"This is an accredited, livestreamed course offered by Massachusetts General Hospital. This course is targeted to surgeons, acute care and trauma specialists, emergency medicine physicians. This course may also be of interest to primary care physicians, physician assistants, nurses, nurse practitioners who practice in surgery, emergency medicine, critical care, acute care and trauma.",HMS Continuing Education
189,https://online-learning.harvard.edu/course/harvard-negotiation-master-class?delta=0,Harvard Negotiation Master Class,Business,9 weeks long,"$4,497",Advanced,What if you could negotiate at an even higher level? The Harvard Negotiation Master Class is designed for people like you: strong negotiators who want to become even better ones.,Executive Education
190,https://online-learning.harvard.edu/course/managing-yourself-and-leading-others?delta=7,Managing Yourself and Leading Others,Business,9 weeks long,"$2,150",Introductory,"Think of the leaders you most admire. They seem to easily juggle competing demands, confidently motivate their teams to achieve optimum results, effectively navigate across the organization, and never lose their composure. These executives make the job look simple—but it’s not.",Other
191,https://online-learning.harvard.edu/course/sustainable-business-strategy?delta=1,Sustainable Business Strategy,Business,3 weeks long,"$1,400",Introductory,"Climate change. Income inequality. Social injustice. These are just three of the big problems of our time. In Sustainable Business Strategy, you will learn how businesses can thrive and grow while simultaneously playing a major role in solving some of these big problems. You will also learn how you as an individual can make a difference.",Other
192,https://online-learning.harvard.edu/course/global-business?delta=0,Global Business,Business,4 weeks long,"$1,600",Intermediate,"Global Business will help you assess opportunities, mitigate risk, and create and capture value for your organization. Explore the economic, political, and social factors driving change, and learn how decisions affect global markets—and your business.",Harvard Business School Online
193,https://online-learning.harvard.edu/course/core?delta=0,CORe,Business,16 weeks long,"$2,250",Introductory,"The Credential of Readiness (CORe) is our primer on the fundamentals of business thinking—a three-course online program designed to prepare you to participate fully in the business world. CORe was developed by HBS faculty members to instill a deep understanding of essential business concepts and problem-solving skills. Mastering the three CORe courses—Business Analytics, Economics for Managers, and Financial Accounting—will give you fluency in the language of business.",Harvard Business School Online
194,https://online-learning.harvard.edu/course/data-visualization-communicating-data-and-complex-ideas-visually?delta=1,Data Visualization: Communicating Data and Complex Ideas Visually,Data Science,5 weeks long,"$2,150",Introductory,"Whether you are pitching a new idea, persuading others to take action, building a strategy, or making a decision, data is key. But the amount of information available today is staggering, and it is easy to become overwhelmed by too many statistics, distracted by the wrong set of numbers, and confused by the complexity of data.",Harvard Business School Online
195,https://online-learning.harvard.edu/course/emotional-intelligence-leadership?delta=4,Emotional Intelligence in Leadership,Business,9 weeks long,"$2,150",Introductory,"Emotional intelligence is a powerful component of effective leadership. It’s the ability to recognize and positively manage emotions in yourself, others, and among groups. This 2-day intensive online program is designed to help you gain an honest awareness of yourself and how your behavior impacts others. We’ll move beyond the basics of emotional intelligence to concentrate on using it to build trust, manage difficult discussions, build resilience, enhance team performance, and lead for long-term success.",Other
196,https://online-learning.harvard.edu/course/succeeding-strategic-cfo%E2%80%94virtual?delta=1,Succeeding as a Strategic CFO—Virtual  ,Business,9 weeks long,"$7,500",Intermediate,"Today's CFOs are not just gatekeepers of a company's financial information; they serve as key strategic partners who must fulfill a broad set of responsibilities. In this virtual program, you will learn what it takes to meet the demands of the CFO role. You will begin to build a robust set of skills in strategy, communication, and leadership that will enable you to drive innovation and lead organizational change.",Other
197,https://online-learning.harvard.edu/course/primary-care-pediatrics?delta=0,Primary Care Pediatrics,Health & Medicine,self paced,$175+,Advanced,"This is an accredited, livestreamed course offered by Massacchusetts General Hospital. This course is targeted to Primary Care Physicians and Advanced Practice Providers. This course may also be of interest to physicians who practice in Pediatric and Adolescent Medicine and Family Medicine. ",HMS Continuing Education
198,https://online-learning.harvard.edu/course/real-estate-data-investment-decisions-changing-work-locations-us-housing?delta=0,Real Estate Data to Investment Decisions: Changing Work Locations & US Housing,Business,9 weeks long,"$1,500",Advanced,"This focus of this session is on several of 2021’s most in-flux asset classes: US multifamily, as well the burgeoning single family ‘built to rent’ segment, with additional attention paid to the changing nature of work.",HMS Continuing Education
199,https://online-learning.harvard.edu/course/data-visualization-communicating-data-and-complex-ideas-visually?delta=0,Data Visualization: Communicating Data and Complex Ideas Visually,Data Science,5 weeks long,"$1,450",Introductory,"Whether you are pitching a new idea, persuading others to take action, building a strategy, or making a decision, data is key. But the amount of information available today is staggering, and it is easy to become overwhelmed by too many statistics, distracted by the wrong set of numbers, and confused by the complexity of data.",Other
200,https://online-learning.harvard.edu/course/meditation-everyday-living-and-peak-performance-mental-health-medical-and-surgical-0?delta=0,"Meditation for Everyday Living and Peak Performance for Mental Health, Medical, and Surgical Practices",Health & Medicine,self paced,$295+,Advanced,"This is an accredited, livestreamed course offered by Beth Israel Deaconess Medical Center. This course is targeted to Physicians, Psychologists, Nurse Practitioners, Physician Assistants, Registered Nurses, Social Workers, and Counselors.",Other
201,https://online-learning.harvard.edu/course/risk-management-update-physicians-nurse-practitioners-and-other-healthcare-professionals?delta=0,"Risk Management Update for Physicians, Nurse Practitioners and Other Healthcare Professionals",Health & Medicine,self paced,$295+,Advanced,"This is an accredited, livestreamed course offered by Beth Israel Deaconess Medical Center. This course is targeted to Physicians, Nurse Practitioners, Physician Assistants, Psychologists and Risk Managers and will be of paramount usefulness for them. ",HMS Continuing Education
202,https://online-learning.harvard.edu/course/update-internal-medicine-0?delta=0,Update in Internal Medicine,Health & Medicine,self paced,"$1,285+",Advanced,"This is an accredited, livestreamed course offered by Beth Israel Deaconess Medical Center.",HMS Continuing Education
